5	1
7	2
9	3
10	4
11	8
12	11
13	13
15	15
17	18
18	19
19	21
20	23
21	24
22	25
24	26
25	28
26	29
27	30
28	32
29	33
30	35
31	38
32	39
33	41
36	45
37	47
38	51
39	53
40	55
41	56
43	57
44	61
45	62
46	65
48	67
50	71
51	73
52	78
53	80
54	81
55	84
56	85
57	88
58	89
59	90
60	92
61	94
62	96
63	97
64	100
65	102
66	103
67	104
68	105
69	110
70	111
71	112
72	115
73	117
74	118
75	119
76	121
78	122
79	123
80	124
81	126
82	127
83	128
85	130
86	131
87	133
88	136
89	138
90	141
91	143
92	147
93	149
94	152
95	155
96	158
97	163
99	164
100	165
101	169
102	172
103	175
104	177
105	180
106	181
107	183
108	185
109	187
110	190
111	193
112	194
113	196
114	197
115	198
116	200
117	202
118	207
119	210
120	212
122	214
123	215
124	219
125	220
126	223
128	224
129	227
130	230
132	233
133	235
134	239
135	240
136	242
137	248
138	251
139	253
140	256
141	260
142	265
143	268
144	269
145	273
146	274
147	275
148	277
150	278
152	280
153	282
154	283
155	285
156	287
157	290
159	293
160	294
161	297
162	298
163	300
164	301
165	305
166	309
167	311
168	314
169	315
170	318
171	319
172	321
173	322
174	323
175	327
176	328
177	330
178	331
179	337
180	340
181	343
182	346
183	347
184	349
185	352
186	354
187	357
188	359
189	363
190	364
191	366
193	369
194	370
196	374
197	376
198	378
199	379
200	382
201	387
202	389
203	392
204	393
205	394
206	395
207	396
208	399
209	401
210	404
211	406
212	408
213	409
214	410
216	412
217	414
218	416
219	420
220	422
221	423
222	425
223	427
224	428
225	429
227	431
228	432
229	433
231	435
232	436
233	437
234	439
235	440
236	444
237	446
238	448
239	450
240	451
241	453
242	454
244	458
245	459
246	460
247	463
248	465
249	467
250	468
251	472
252	475
253	477
254	480
255	484
256	486
257	488
258	493
259	495
260	497
261	499
262	500
263	503
264	505
265	507
266	508
267	510
268	511
269	513
271	515
273	516
274	518
275	521
276	526
277	528
278	530
279	532
280	533
281	537
282	539
283	542
284	544
285	545
286	546
287	548
288	550
289	553
290	555
291	558
292	565
293	572
294	577
295	583
296	587
297	589
298	592
299	594
300	596
301	597
303	602
304	604
305	605
306	609
307	613
308	619
309	622
310	623
311	624
312	627
313	630
314	636
315	639
316	643
317	644
318	646
319	649
320	650
321	653
322	659
323	661
324	663
325	664
326	667
327	670
328	671
329	678
330	681
331	683
332	687
333	690
334	693
335	695
336	696
337	700
338	702
339	709
340	711
341	715
342	719
343	725
344	729
345	731
346	734
347	736
348	737
349	740
350	743
351	745
352	749
353	751
354	760
355	770
356	776
357	778
358	781
359	787
360	795
361	808
362	811
363	819
364	821
365	822
366	827
367	832
368	838
369	840
370	848
371	852
372	860
373	866
374	870
375	874
376	877
377	881
378	885
380	890
381	895
382	896
383	900
384	904
385	909
386	910
387	913
388	916
390	917
392	921
394	924
395	925
396	926
397	929
398	933
399	934
400	935
401	937
402	941
403	946
404	948
405	949
406	954
407	959
408	967
409	973
410	976
411	983
412	990
413	997
414	1000
415	1003
416	1008
417	1009
418	1012
419	1017
420	1019
421	1024
422	1030
423	1033
424	1036
425	1039
426	1044
427	1045
428	1046
429	1049
430	1051
431	1052
432	1054
433	1056
434	1057
435	1060
436	1065
437	1067
438	1068
439	1071
440	1074
441	1075
443	1076
444	1078
445	1081
446	1082
447	1088
448	1091
450	1092
451	1094
452	1095
453	1097
454	1100
455	1103
456	1105
457	1106
458	1108
459	1110
460	1112
462	1113
463	1114
464	1115
465	1120
466	1123
467	1124
468	1127
469	1129
470	1130
471	1132
472	1133
473	1136
474	1142
475	1145
476	1148
477	1150
478	1153
479	1156
480	1160
481	1163
482	1166
483	1169
484	1172
485	1176
486	1179
487	1181
488	1184
489	1187
490	1189
491	1190
492	1195
493	1196
494	1200
495	1206
496	1211
498	1213
499	1214
500	1215
501	1217
502	1219
503	1221
504	1223
505	1224
506	1225
507	1226
508	1227
509	1228
510	1229
511	1233
512	1238
513	1240
514	1245
515	1247
516	1249
517	1254
518	1255
519	1257
520	1260
521	1262
522	1266
523	1267
524	1271
525	1275
526	1278
527	1279
528	1281
529	1286
531	1287
532	1290
533	1295
534	1299
535	1304
536	1308
537	1313
538	1317
539	1319
540	1325
541	1329
542	1334
544	1335
546	1337
547	1339
548	1340
549	1343
550	1346
551	1348
552	1349
553	1351
554	1355
555	1357
556	1362
557	1363
558	1369
559	1372
560	1374
561	1376
562	1381
563	1382
564	1385
565	1387
566	1389
567	1391
568	1393
570	1395
571	1398
572	1401
573	1403
575	1404
576	1406
577	1409
578	1411
579	1415
580	1422
581	1424
582	1427
583	1433
584	1437
585	1438
587	1441
588	1442
589	1444
590	1447
591	1448
592	1451
593	1453
594	1454
595	1458
596	1460
597	1462
598	1466
599	1469
600	1471
601	1474
603	1476
605	1478
606	1479
607	1480
608	1483
609	1486
610	1492
611	1497
612	1505
613	1507
614	1510
615	1514
616	1516
617	1520
618	1523
619	1527
620	1533
621	1539
622	1541
623	1542
624	1544
625	1548
626	1552
627	1556
628	1559
629	1566
630	1567
631	1568
632	1572
633	1573
634	1574
635	1576
636	1578
638	1579
641	1580
642	1581
643	1582
644	1583
645	1585
647	1586
648	1588
649	1589
650	1590
651	1591
652	1593
653	1594
654	1598
655	1599
656	1600
657	1601
659	1603
661	1604
663	1607
665	1609
666	1610
668	1611
669	1613
670	1614
671	1615
673	1617
674	1618
675	1620
676	1622
677	1625
678	1627
679	1630
680	1631
681	1632
682	1633
683	1635
685	1637
686	1638
687	1644
688	1646
689	1647
690	1648
691	1650
692	1653
693	1654
694	1655
695	1656
696	1657
698	1658
699	1659
700	1661
701	1665
