0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
178.501510574	4
179.752265861	5
181.003021148	6
183.504531722	10
184.755287009	16
186.006042296	23
187.256797583	35
188.50755287	37
189.758308157	42
191.009063444	43
192.259818731	46
193.510574018	47
194.761329305	50
196.012084592	53
197.262839879	56
198.513595166	63
199.764350453	66
201.01510574	67
202.265861027	70
203.516616314	74
204.767371601	79
206.018126888	84
207.268882175	92
208.519637462	100
209.770392749	104
211.021148036	110
212.271903323	115
213.52265861	120
214.773413897	123
216.024169184	126
217.274924471	128
218.525679758	131
219.776435045	134
221.027190332	137
222.277945619	138
223.528700906	144
224.779456193	146
226.03021148	148
227.280966767	150
228.531722054	152
229.782477341	154
231.033232628	158
232.283987915	165
233.534743202	167
234.785498489	172
236.036253776	176
237.287009063	178
238.53776435	183
239.788519637	187
241.039274924	192
242.290030211	197
243.540785498	200
244.791540785	202
246.042296073	208
247.29305136	209
248.543806647	213
249.794561934	216
251.045317221	220
252.296072508	221
253.546827795	225
254.797583082	228
256.048338369	230
257.299093656	234
258.549848943	238
259.80060423	242
261.051359517	245
262.302114804	252
263.552870091	256
264.803625378	259
266.054380665	267
267.305135952	274
268.555891239	280
269.806646526	284
271.057401813	286
272.3081571	292
273.558912387	294
274.809667674	299
276.060422961	306
277.311178248	311
278.561933535	315
279.812688822	318
281.063444109	322
282.314199396	326
283.564954683	332
284.81570997	334
286.066465257	335
287.317220544	338
288.567975831	340
289.818731118	344
292.320241692	346
293.570996979	347
294.821752266	353
296.072507553	356
297.32326284	357
298.574018127	360
299.824773414	365
301.075528701	367
302.326283988	373
303.577039275	376
304.827794562	381
306.078549849	388
307.329305136	395
308.580060423	400
309.83081571	408
311.081570997	416
312.332326284	421
313.583081571	426
314.833836858	433
316.084592145	437
317.335347432	445
318.586102719	455
319.836858006	463
321.087613293	470
322.33836858	478
323.589123867	482
324.839879154	490
326.090634441	496
327.341389728	498
328.592145015	504
329.842900302	512
331.093655589	516
332.344410876	519
333.595166163	523
334.84592145	526
336.096676737	530
337.347432024	534
338.598187311	539
339.848942598	541
341.099697885	543
342.350453172	545
343.601208459	547
344.851963746	550
346.102719033	558
347.35347432	560
348.604229607	566
349.854984894	569
351.105740181	573
352.356495468	577
353.607250755	586
354.858006042	587
356.108761329	594
357.359516616	596
358.610271903	604
359.86102719	609
361.111782477	616
362.362537764	619
363.613293051	626
364.864048338	629
366.114803625	634
367.365558912	637
368.616314199	640
369.867069486	645
371.117824773	648
372.36858006	650
373.619335347	656
374.870090634	663
376.120845921	667
377.371601208	670
378.622356495	675
379.873111782	678
381.123867069	684
383.625377644	686
384.876132931	688
386.126888218	693
387.377643505	696
389.879154079	700
391.129909366	701
392.380664653	706
393.63141994	707
394.882175227	709
396.132930514	712
397.383685801	718
398.634441088	721
399.885196375	723
401.135951662	724
402.386706949	726
403.637462236	731
404.888217523	734
406.13897281	737
